
LOG start: 2018-03-08 08:40:02

Протокол :   Локальный IP             :Порт	     Внешний IP	      :Порт	:SVC/TYPE	            Данные

Logging started [2018-03-08 08:40:02]
  UDP:    192.168.0.57	:52074	 185.158.208.15	:443	: HTTPS   	....WC....iV.Ua!Fn..#6.nr.............(..k......_]B.....`....E.[$.Ey........~...'..X*...].ki.:K.T....?2......Ixi..........@.[..04..C.B.o.k.)J.......#Q../...!..8I.=..#L.(P...].k.U...84d...X..kZ.I..>#}Rb.. .Z/....2..j.z...1....?...H8.....q...8).XZ.R...HD{...07.n.h.L..b...........h.......^l.h...a.B..{OR.M..w{.. .!........E..."I..bf..M.A.2.s..J.L.......q...wp..@5"B=6w..bfiV......4.('DV......f..H.zD.<...R...).\..*..Bt.|O{..h.....r....b..... m..O.!C.Y....>.....)7.K@..D.L!!XY..nNp."Z\...b...7]H.ECt...t..~.~...>..x.............v.......j...... ....u...|w..&...2..........j..oM;s..jx.&y.P..{N.A....U.i..}...oB..x].2....M2
  UDP:    192.168.0.57	:52074	 185.158.208.15	:443	: HTTPS   	....WC......n.....q.gYm..u...h!(..y..wm
  UDP:    192.168.0.57	:52074	 185.158.208.15	:443	: HTTPS   	....WC......&..l..3..L}i.'..k]K..7t.#V
  UDP:    192.168.0.57	:52074	 185.158.208.15	:443	: HTTPS   	....WC....G..j...3.......4Y..f?..?.....:@^
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&!o"<...x.m.A(..H...#..C...Q...N........W.."G..D+......E.H\..IKt....Bg........N.S...*._D.......$....=.Z.\.....2.F...a)....f.wU..L....N...xx..C........SQ.X..dF...#t.Gk..`.... |...|~8&n....@.m..5...G...Q.......A....r../...,4w>.Q...<W.....qS...&,.).....K..A..%...>..&V.y...b..8.}2.>..N....S.....$B..`d:....E......a...w. R....W.`...!o(?...##.w....y..B.......bWq._.......p.....c.BX*.@8..............9.\.vFs..Y0.!.C.dd...$Z.?...z.H.|.K..m.....*..m....rD<0.....~..=z...*..U....x..rI........-.....+...'.k{....F...G.'..\.........-.m,{...t..<.X.7....t..`.}.YF.`ar.R..A.......&....g.x....'.D10..'0Q=."...4....V..U..w.{p.....jG....q .H....k.....8w...Dc.T.q...8.G..#.e....B.D.;...s._...Meu..h...s....X..]N..Y...v.yf.......aU=C....^.....q>hF.Z.t..}Q>...=E<ye$.N....G...a.....q....0,Eu.y.Q+....L..M].F...HV.......w.ldl.;.8..0_.....$$....9.I..t.*]...=)...P..J...0d#..{.Zd....N..Y........2...z.3c......<..&..A...+....n....rq..t..-X...:...u.......B..p....)...ls<!SNIPPED!>
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&"$w.:..:Y.G.W....1..| .?..'O.E.....k.Cg...@...s..z#{d>.U?.[E.2...Y4b.....x.k+...:.!..."J.F.i.9X............&....u..........B...5.o..`.5.2..m.Y....?X%v.Y._...A.S#.x.cN......-F....M.._.`BV......pt1........C..MH..Le.dx..F..~..A!...b.0K....|.....y..v..ylK..*M.k..0.^....Bw..S....;.6..N..1...,$.o./-...o...U.!.J........Y....gX..,..u.C.(...?L0./W+n81riB.0.,.{Q..vb....Z..............zw....$k}u......|...$.&.iY4._'..b..VP..'(o.k.........+=...3....&.6.&.5......},...N. Y...[....|..........+...rCZ..q..H.{Q.p..Y..dlt.-L......)..iU_....B..P.3e.b.._pe..}..2'......I.9..L@....i...K...1....x.]..E...km'.e.Ei..&.VO{...b.....-:.........g.%U.VQ,...t........67`...P.....H .E.R.......]G.?.rb...IW.UE.......J..v...w$<I.:C...O~....m..Hh.}9...Q.!r....7>}Dp-.....%...W.`.....7..K...".[..>...|.g..?...t.P~.NlbXL.V6.\)....}.3}Yk8..;....1....".Ht........./.....o.t...Gj.!...I. \.Et.x...m..?...l.3d6...?VX~..#.^I.:zV...p4..w.o........7|..&..;$..b.<..E&..../>.4...l.`...kmj.<!SNIPPED!>
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&#...4...StqM...QR...'N...{$>K[.(q...CH..Wd...4.+..........I7......8......N|M.............k.rHl.......E....b...6...&.......OG......n..K...@i..#......T&...o.......o.]v._..1.@....^ .bc.~'.M...#.-..f.Tk..a9?v.B".(...%).R.k.....................mM....U.q{...gY,...V....?..oB..B.2... s..5..&E6.,.....I..0nm.....,.....-\BZG.K.L.......y.,j.*...hm,.....z}...-.R.t..S. 7.L.Wm.;...T..I7q...k.yK..]Q.S./1..'@......W....2z1$E.Nz.Xr..2.7G..3..u....i...G.6.95.......X.-..uj(.QjfT...Q...H71..r..N....f..b..EX..v/..t.UEx.....X<.....B!..:v.\Ro.i.4.M...c....".........s1../;*+`....q3}>,..,tvP..{G>8)o......$4.'.....x`(.zX......R].aS....9.H.......w.}....\.Y.x^X.,...._K]..u.`...3...E..:..\.*.#..n..E...'._..)..O.w=M:e.-.0 ..C..Qfo!.0:.|-....2....U...r...(.....G.....^...6.4+.B...[...3+1.oL.S.J...B..t.4tg=.P...s:,3..\..it.............*`..B..C...D)z..W................9...;.U.N}..Wd..4.1...G.!..<....r.TK.8.&.E.<...O.n{.}.h.g.]yO......).....Ul.:...B.e2.....Z..U..=.(<!SNIPPED!>
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&$.......g..^..BH'......ZxQN......Y.go....x.......t...^8..~...l...?.<o...+..<~....G4.y...'u_...{../ug..^.;fu.........7.9o._uq.c......-....$.~..pR...X.......1awF.........g5~fT.V.C....S.F.....sFu#..^.y....R......X.............nB.q.....s..W.5..`.;X........D.9.2..<.j.e....)..}.g..&(j..;.I.pA.2T?....+vJ...Y.Z0.....8V........v'D.....2........Kb...%......mv.\...JP..HXp.W.5.......9$........H.+...%.;.......h.$u.E#..T..jn.........V.....}...7..5~T.h.#...}...+...B.=.......<.a-A.]...}...H.`;vkf.x$.d....[.....FO.....[S.w.d.iY4*M.A...!.....[QT|.&=Y.:...ZsT.'.}...........ASNp-q..<|0...#E...2...x.R..}..`........d....rt8-....%{.g.K....qq.,y.S\.7....U.r._..onvc.hC,.E3...)H.;G.S..............2R.+....d....S..6.b.........K...H9:e..@..,.D..I.C.DB.O.......S...(.....~O..nm...@...!7.<)..O.mNP.....Z.j@....GF."*....p....~k.k~?...n...........4.....M.6by......Fu........Mfa..r......{M.`. d._<...I....<^+h..)t...=J.i0.Z?T...E....Bl.[~T.rpvD..E...E.X.;C@.....8.<!SNIPPED!>
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&%..PZ.....O..j..Y..P.d..a.3x.j.B.A.6.. n../,.0......(...60.....j.Kv..o.mlF..OR..YHQ.{T....8.b.j.I.....!......hk>x.L...#.+;...1L..%$...lCg=.0.S^..a.Vv*...........6v........;.H7..".Nu..\.C......s..u1~.....Q.........^......xh....V".....T-.. .`.....*....z..y.'.\.l.,v....b..Kl...L..e.)W.68.....=......~.'.K2.N.6.<L.....SN.{R+...@U.L.N..By.G.$...J.U;....$.OD.....t......0.......".....8]a@.....G+~..?QA=...&...o:.*....J$....d.`(;.TD...}.....JSA..U........~.. 8...A........Y....x{../.6...r.].1..BOL........G..!l..q..H,..sW.yei..{.7...+&......28}..2.......[.....u...(.G."..6|.ab..C8..N..ro...t7?...>.......k..V.I,.N......w]Z@D......mE..q.c.[<...\.o.:....e..G...<>.J.~...."k.......3.?A...9.....8`. ._..........7'.k..MR$........b..U.U.....7..Ot...A.+~.[_`r.....?w).z..............W.t.&./;u.3.>.....e.w.iia.P..Su..9NQ..P. ....?.C.U.`.[....C.yGC..,...$..e@/)=^.|2....3{'.^...y..$..!....+..oi...{.M.zS..?:..h.S..qZs..."...vF.B.ZL3...,...-O_..0d..J...."z.Y..<!SNIPPED!>
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&&..5%..E.....u.7=...&.1.y.|x!M_..=?...p.....#s.j.....+....D..z.!S.......@.=.]...^..z...,....'........u.....a5.....n..q..+.f.80.f.B.Y.......O..r.......U.x...."....r|...Z..|...{....:.._....l._/.<`.X..-l....\U..;.....H.,..N:~t....PL.T........6...`L.......Rk%`.!..?r..]!XK.ly..O....;...r|d{m.C[u.cc.Q...DB...6.~........qr...T.V8..........^~.....~a....Lqy^..8...&+.h..J..P.{...v.. .Gi.........%....o....`V.......o.3`...<.F.4.;v$c..>.l....9.:qm).....-J...^..7n.w....y....\.<../...(4-..Gw+{..t....x.H...........5..K..Yp9"..?(.}8O..H../.......-.M..k....$..1..3@.p.;.[...h..:.D>N.a..../M.;..jv}.....`...}z..:....+)R.....iq...+A..)}...x...........Zg#..<R.....g...P.2.jn...8^cF......(..&.{9O.-.b#.~....%..C......(....z..7.....k~~.M..Px....(d....&.........V..*^....<c:o..p%G..6D....u....}.R(._.Lz.."..TA.o.|%v.w/..Q..z...0=..)."&>..x..W8......^%.......f..<...Z^.8>.{.2.....H.w.....@...;...Z..C{..J......gwS.5.)..T.UkT.D..............%..76.V2.-..d.4.?-P.J...<!SNIPPED!>
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&'..5j..."-u.4.!.n-R........g... .......f./.._....z.C."....".\.......JF.>..w=...i.4s?.&6...C,.'......BQx.?@.5.2.%. .........,^.T_.o;.b...M../b..J..s.....<8....aU.+.....Fsr.l|C.^4........[?....{."I...MM..4............O..!.%q.h.....%..^x....$...^.".@..Q..v..{2...@....v..k&.Z;...'.VV....X..2v..{.....|.4._._..D{xH.*G..s.3..=..A.w^O.k...5...T...H......{....s..B...`.b~..V...1;g<.<.f7.......*Ed>HW..2.....LvH......iC...@.......tC.It{...f...)..,FXzn...{X(...7.D..z.9...9.....[n..gM0.x.....b.. h...>./.........ff.._..:...T/.O.WA....?m...A3.....g.p. .......#..{M2...N.j........R.....k......V|B.P..'.(`...A...E... ...<x.>.6]...".C]U..$..E.`p.^..C....Fy...us.+.E......4.-...).........O........0....:...=..w.<....%.......8!..x'.....xB....TI.....YM.>..j.[...(..ln....(d.c.D.#f..?{!.....m-3.n._pEEg...Za..l.'v,B6j.j......I"x..T..?.[.Q.)My...W... }..s0.,..c.#m.~.....8.......l.S.2. .%....V.=...B...u.i..6.t.*.%..^.........h.C..D.G......J........{.Nh..^....<!SNIPPED!>
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&(.....q$.u."..H...%!.e5.-V_.^..E.,9...w..Aw8.?.....T...AY.w.......1...M..d.G....Y[`L.aK.!.~..^N....SuQh..E?.....J@..E......{....2.s...^..$?.L.....8.r._..{.........j/<...+:.......0...@.(k.Q...,Rff..D..UC..Q......\......2x..6..6..E....... [xK.O..j...|..8..s..9......~M.A.:...*E...:`+....6W...#1..'......&m.."..v..........w....u.0...&.x.|.<}...<d.G..\.......8J.T..T.......Q...z....#...H'..c$...}4~...'..m..X...s.<.z:...:...".9.?..5c...J..I=.U....G..r...3.q....W._..eY..5...F......Gn.....z..i.....u.'*....^g.....q.....fg.....L.l.d.w\.i.K.X.......B./.....s....Fj........h.?.QR..I.m...............d... .Tt_.h.....`bT'...\..........U-....G.Yj....%.j..CT..J..b.......+>.....w..b ..*~|Hh.....h..%1..&.{dI.e....*9$..a.4......B.V..c...JhIj,Ag..D.....FT.TfX...^.G)..~ta4...u.\....h.../.\o.....z^..3..r...P..A....$@W?.B...&w..pE.MM...&......b.-I....FH.F..........h.x.6..VvF_P.Hm.L......w.......LZle.b..?R....k....ea....D.M...c.kicpD:.......8......C...p.b..~.<!SNIPPED!>
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&)........u.XA.G..k.1.m.F#K.....H{.P.....Q*|..?..>.sp..P..[...-.[|..!;...1#........H:f}h$O.|.UD.zR.2..+.q....[S.9........,.!.d.`.....=.*.q.n......G&*'...'r..... .%].J.w9....}....La._...f:......$..C...pC!3..q.I..c..Nr..C.2d=.....-2..:. .3....8s..>FN.Y..)Y..z..Y..<.IoD.^..6 !....2aB..Ji.....h+WIR-W.js+..q...Rx.u-.....&.w......d.....E..r.-....r..t[.............I..,.$.1Y.....P.:.'=....t...OG......`..NWR.].]t.....o.qQD.G.R@). &......8..U.....:....^g...,..}]..C....+UB..f...ny.~.8..}cc.......zs.."..].<.S.].O.o..k......j...{...S..x=$.<....E...Kv..vt...v.Sva.E.WJ6.../..P.ZAD`.@..p..........'.}..JUwS.......o>%7..Vc....Gf..S.t#.s..r......M..WT...e.Tb...|.}..0.MY.4`......E@.....$p.!r......"..hb .E./...P..*D....#.N.9.~.5...t....&}....HF..........K..{s........u..2..vO-\..F.f..=.R._.p...WN....j.W..........#...a..h.9y........'..&..,ND^X_..j...y.`$.S.Q.}.......1{*.....[...7..M..?(..Q,.$_z.[...y....i...]8.8c.7.kEE...?a../......2qA.Uwa..;.....E..3..w.}.<!SNIPPED!>
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&*2.....)..c~.>.<.... q..%..B8.n.Q.t..L..............w4".......Rp...".r..<.[c&=....J6..?.D.....mJ!.2..3.TA...t2...i.L.....W.......K..m.k.t.....-wr.*...~.z.9_.#^O.........L..(=. ...qx.....?~.....z..B...qD9.Rx.^.D.FMF...\..w.*@.p...VZk......&...G..&.t ......s1.%..Ddf....|K.Z.wS-S.....W._.s1..2.+%w*..........V..`'.3.=x^.....@A6&.-L....'8....<6...F...Tp:N.$.eT...F..Z\zB{w.[.....k.|...I.."..k.......<.~...G.&...I.-.....j.......y...}.&....(D.U9......|....c.KG..c..>........Y#._....v..A..@...u......6!^..&..p.U[...t.[.P/..]i....h.V..>...&F"...._k.u...fb.y....D.*m.w.,...yY.}......)..G.Q..Y..`.m(.1...& .:.f.4j7.Xr..5O.N......f.].....E....z.SL"pG.(PX.q...)o...F.7..e.O.,.......N..........-...Qe..i.9..Y..D..F.@.7h.z..s.&~d..5....f.)....-(..........b...)W....S..$..3{..k........G.... z.T.<I..l.#.j......4...Wv?&.A.U.....C..Iw.....l../.....T.7.5.zX..Y.dA......-.l1......?.......p...Q.qty.[.i........X......[.+c.......t..)h.].....f.XX.....3.#.f.J.u.({<!SNIPPED!>
  UDP:  185.158.208.15	:443	   192.168.0.57	:52074	: HTTPS   	.&+.5YU...H...X..:h..3....".;P:.Q'.c..Q....L.K............d.N...V....H03.J..a......U.D.cdrE.I`!7V.._7.oH'.G.z.QV!.1&.... .....;..P-.=`.S9..#.._...mTz.e.7....+.....ny.HB...B.h9........Sd.....-a.Y~..9.3..".8.3./1.pM.'~.......,..$.].vdF......~..x.S.u...9......`.{....^.....g].E/Y.....J].h(2..~....4.M.Z....?...+.....3G.J;..PrZ.n..V...)xfhQ.)5...'!$.7...~s<9.V....Ok..$@i..4.k.?.......+.T......Z.).4......i.`tXK..u.....l..#...U..,I+...;...r....}.di.Hmx.bl.f...~0....$<D..v..?....%..cf.u....nv...gb.l.../..j.....n.R...o.St.+..mn.J.v.&.m...A7>........[.....Q...>.q.....mI...yha..<.$.....|y........r..fQ....[O(.Z.79<.P;..x.....Sy.E........9.o.........\E^.b!P4..cS....M`O..!...&..f.u{:.k:y...QsE..AP.. .U.....f5..$. S...................q?G"..L.4..Yr.._......z#.O../..r...P>%.>..........j..W..hK.A. ..1..D....%..>ZG.....y7g[.C'...,..r........8.Y.....U.9..+c.4m.. .}.o...=Sm.....1.....K8..1.w..J5b.....g.<...Bo...Q{.Kj...l.O.o.._...q.......A*..<W..);m...?g..<!SNIPPED!>
